6676910,947	5699341,814
6676873,629	5699434,59
6676836,31	5699527,366
6676798,991	5699620,142
6676761,673	5699712,918
6676724,354	5699805,693
6676687,035	5699898,469
6676649,717	5699991,246
6676612,398	5700084,022
6676575,079	5700176,798
6676537,761	5700269,574
6676500,442	5700362,349
6676463,123	5700455,125
6676425,805	5700547,902
6676388,486	5700640,677
6676351,167	5700733,454
6676313,848	5700826,23
6676276,53	5700919,006
6676239,211	5701011,782
6676201,893	5701104,557
6676164,574	5701197,333
6676127,255	5701290,109
6676089,937	5701382,885
6676052,618	5701475,661
6676015,299	5701568,436
6675977,981	5701661,212
6675940,662	5701753,988
6675903,343	5701846,764
6675866,025	5701939,54
6675828,706	5702032,316
6675791,387	5702125,092
6675754,069	5702217,868
6675716,75	5702310,644
6675679,431	5702403,42
6675642,112	5702496,197
6675604,794	5702588,972
6675567,475	5702681,748
6675530,156	5702774,524
6675492,838	5702867,301
6675455,519	5702960,077
6675418,2	5703052,852
6675380,882	5703145,628
6675343,563	5703238,404
6675306,245	5703331,179
6675268,926	5703423,955
6675231,607	5703516,731
6675194,289	5703609,507
6675156,97	5703702,282
6675119,651	5703795,058
6675082,333	5703887,835
6675045,014	5703980,61
6675007,695	5704073,386
6674970,377	5704166,162
6674933,059	5704258,937
6674895,74	5704351,712
6674858,421	5704444,489
6674821,103	5704537,265
6674783,784	5704630,04
6674746,465	5704722,816
6674709,147	5704815,593
6674671,828	5704908,369
6674634,509	5705001,145
6674597,191	5705093,92
6674559,872	5705186,696
6674522,553	5705279,472
6674485,235	5705372,248
6674447,916	5705465,024
6674410,597	5705557,8
6674373,279	5705650,575
6674335,96	5705743,351
6674298,641	5705836,128
6674261,323	5705928,904
6674224,004	5706021,68
6674186,685	5706114,455
6674149,367	5706207,232
6674112,048	5706300,008
6674074,729	5706392,784
6674037,41	5706485,56
6674000,092	5706578,336
6673962,773	5706671,111
6673925,454	5706763,887
6673888,136	5706856,663
6673850,817	5706949,439
6673813,498	5707042,215
6673776,18	5707134,991
6673738,861	5707227,767
6673701,542	5707320,543
6673664,224	5707413,319
6673626,905	5707506,095
6673589,586	5707598,871
6673552,268	5707691,647
6673514,949	5707784,423
6673477,63	5707877,198
6673440,312	5707969,975
6673402,993	5708062,75
6673365,674	5708155,526
6673328,356	5708248,302
6673291,037	5708341,077
6673253,719	5708433,853
6673216,4	5708526,629
6673179,082	5708619,405
6673141,763	5708712,181
6673104,444	5708804,956
6673067,126	5708897,732
6673029,807	5708990,508
6672992,488	5709083,284
6672955,169	5709176,061
6672917,851	5709268,837
6672880,532	5709361,613
6672843,214	5709454,388
6672805,895	5709547,164
6672768,576	5709639,941
6672731,257	5709732,716
6672693,939	5709825,492
6672656,62	5709918,268
6672619,302	5710011,044
6672581,983	5710103,82
6672544,664	5710196,596
6672507,346	5710289,372
6672470,027	5710382,147
6672432,708	5710474,923
6672395,39	5710567,698
6672358,071	5710660,474
6672320,753	5710753,25
6672283,434	5710846,026
6672246,115	5710938,802
6672208,797	5711031,577
6672171,478	5711124,353
6672134,16	5711217,128
6672096,841	5711309,904
6672059,522	5711402,681
6672022,204	5711495,456
6671984,885	5711588,232
6671947,567	5711681,008
6671910,248	5711773,784
6671872,929	5711866,56
6671835,61	5711959,336
6671798,292	5712052,112
6671760,973	5712144,888
6671723,655	5712237,663
6671686,336	5712330,439
6671649,017	5712423,215
6671611,699	5712515,991
6671574,38	5712608,767
6671537,061	5712701,543
6671499,743	5712794,319
6671462,424	5712887,095
6671425,105	5712979,871
6671387,786	5713072,647
6671350,468	5713165,423
6671313,149	5713258,199
6671275,83	5713350,975
